item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,lexile,call_number,ddc,lcc,lccn,oclc,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,"El Tunel","Ernesto Sabato",Ernesto,Sabato,9788432216428,8432216429,"Novela de estructura casi policial, El túnel presenta en el personaje de María Iribarne la comprensión de la totalidad y el absoluto a la vez que las zonas ocultas de misterio que impulsarán a Juan Pablo Castel a asesinarla. El creador —pintor en este caso— al dar forma a su obsesión interna debe renunciar a cualquier otra opción, en un proceso a la vez constructivo y destructivo que centrará el análisis de las motivaciones del crimen. Obra esencial de Sabato, que Camus refrendó ante la crítica mundial, El túnel nos entrega los elementos básicos de su visión metafísica del existir.","Planeta Publishing",2003-07-01,,novela,,,176,,,863,PQ7797.S214,50007073,55081869,,,,,,,,,,,,,2019-05-29,1
book,"Conversaciones: Relatos por padres y madres de hijas lesbianas y hijos gay",,,,9781573441261,1573441260,"Ganadora del Premio Literario Lambda 2002 Veintitrés padres latinos hablan sobre sus relaciones con sus hijos lesbianas y homosexuales, con franqueza, humor y amor. Una madre puertorriqueña alaba y apoya a su hijo, un respetado oficial de policía. Una madre argentina asiste al Orgullo Gay con dos hijas lesbianas. Una madre hondureña se une a sus hijas gemelas en eventos para jóvenes homosexuales; una es lesbiana y la otra es bisexual. La madre de un activista mexicano recuerda el amor de su familia por su hijo, quien falleció después de vivir con SIDA durante diez años ... Conversaciones es un libro extremadamente importante para todas las comunidades de habla hispana y latinoamericana. Con historias de doce hijos e hijas y un epílogo de Jaime Manrique.","Cleis Press",2001-08-09,,"relaciones, salud",,,200,,,306.766098,HQ76.3.L29,2001042246,47208566,,,,,,,,,,,,,2019-05-29,1
book,"El Lenguaje Secreto de los Niños","Lawrence Shapiro",Lawrence,Shapiro,9788479535575,8479535571,"This title follows along the same lines of our best seller ""The Secret Life Of The Child Before Birth"". The book offers the key to improve ways to communicate with the little ones.","Ediciones Urano S. A.",2004-07-01,,"bebés, educación, educación de los hijos",,,448,,,155.4136,BF723.C57,2002153445,427379544,,,,,,,,,,,,,2019-05-29,1
book,"Los Niños Vienen del Cielo","John Gray, Beatriz Magri Ruiz (Translator)",John,Gray,9780307343314,0307343316,"En el presente libro nos encontramos con un texto de análisis de relaciones padre-hijo que, va a transformarse en la principal guía para quienes deseen encontrar la manera de atender a sus hijos y mejorar sus relaciones con ellos. El autor de autoayuda más leído del mundo nos ofrece este libro imprescindible para padres y educadores. En efecto, nuestro autor propone un nuevo método de educación de los hijos, no basado en el castigo ni en la tolerancia absoluta, dos extremos cuya aplicación ha fracasado en la mayoría de las familias, sino en una actitud dialogante y positiva, a la vez que firme y clara. Basado en cinco principios de fácil aplicación, este libro asegurará que sus hijos desarrollen el máximo de sus capacidades.","Penguin Random House Grupo Editorial",2005-09-06,,"educación de los hijos, salud",,,368,,,649.1,HQ755.8,,55883565,,,,,,,,,,,,,2019-05-29,1
book,"Hijos Del Corazon (Spanish Edition)","J. Angulo, J. A. Reguilon",J.,Angulo,9788484600909,8484600904,"Hijos del corazón es un libro escrito a cuatro manos. Un periodista y padre adoptivo Javier Angulo y un psicólogo especialista en historias de adopción José Antonio Reguilón han sumado sus experiencias y sus sentimientos para reflexionar juntos sobre lo que los padres pueden esperar de sí mismos y de sus hijos desde el momento en que deciden adoptarlos hasta la llegada de la adolescencia.","Temas De Hoy",2001-03-01,,"adopción, relaciones, salud",,,,,,306.874,HV875,,803507285,,,,,,,,,,,,,2019-05-29,1
book,"Desarrolla la Inteligencia de Tu Bebé","Elizabeth Doodson",Elizabeth,Doodson,9788499171210,8499171214,"This early parenting manual is written to help supplement--rather than supersede--the natural development of children from birth to age three. The author presents the advice, theories, and findings of early childhood development experts in order to address topics such as prenatal stimulation, the baby's sensory world, teaching a child a foreign language, the role that pets and toys can play in a baby's development, and more. With an abundance of useful information, this book ensures that infants and toddlers will get off to the best start possible, both physically and intellectually.  Este manual de crianza temprana de hijos está pensado para complementar--en vez de suplantar--el desarrollo natural de los niños desde el nacimiento hasta los tres años. La autora presenta los consejos, las teorías y las conclusiones de expertos en el desarrollo de niños para poder abordar temas tales como la estimulación prenatal, enseñarle un idioma extranjero al niño, el papel que pueden jugar las mascotas y los juguetes en el desarrollo del bebé y más. Con una abundancia de información útil, este libro asegura que los bebés y los pequeños tengan el mejor comienzo posible, tanto física como intelectualmente.","Robinbook, Ediciones S.L.",2012-06-01,,"bebés, educación, informativos, salud",,,240,,,649.122,BF719,,776688615,,,,,,,,,,,,,2019-05-29,1
book,"Bienvenidos Al Reino","Daniel King",Daniel,King,9781931810258,1931810257,"El libro perfecto para los nuevos creyentes. Aprenda com ser salvo, san , y entregado. En Este Libro: Descubrir Que: Dios Te Ama El Pecado Nos separa de Dios Jes s Muri por Tus Pecados T puedes Ser Salvo Aprender s Que: T Puedes ser Sanado T puedes tener Fe en Dios T puedes ser Llenado con el Esp ritu Santo T Puedes vivir en Abundancia Secci n Extra: Vida en el Reino de Dios","King Ministries Publishing",2015-08-11,,religion,,,54,,,,,,,,,,,,,,,,,,,2019-05-29,1
book,"101 Pactos de Seguridad","Guy Ben-Nun",Guy,Ben-Nun,9781507526897,150752689X,"Actualmente la sociedad mexicana vive en angustia debido a la inseguridad que reina en el país. Por ello es necesario saber qué hacer en caso de peligro, y poder instruir a nuestros hijos sobre el peligro que prevalece en las calles. En este libro encontrará 101 casos de peligro en donde el experto hará las mejores recomendaciones para salir mejor librado de ellos.","CreateSpace Independent Publishing Platform",2015-02-09,,"educación, salud",,,268,,,,,,,,,,,,,,,,,,,2019-05-29,1
book,"Fantasmas entre nosotros: Descubre la verdad sobre el mundo de los espiritus (Spanish Edition)","James Van Praagh",James,Praagh,9780061661266,0061661260,"Todos disfrutamos de una buena historia de fantasmas. Quiz&aacute; la fascinaci&oacute;n humana con lo sobrenatural provenga del hecho de que la mayor&iacute;a de nosotros, en alg&uacute;n punto de nuestras vidas, hemos vivido algo que no pudimos explicar del todo. Desde una edad temprana, James Van Praagh fue conciente de una dimensi&oacute;n que la mayor&iacute;a de nosotros no puede ver, y ha dedicado su vida a explic&aacute;rnosla. Fantasmas entre nosotros es un viaje incre&iacute;ble al mundo de los esp&iacute;ritus que devela uno de nuestros grandes interrogantes de la vida: &iquest;Qu&eacute; ocurre despu&eacute;s de la muerte?Van Praagh, autor bestseller del New York Times y coproductor ejecutivo de la serie de CBS The Ghost Whisperer, comparte sus conocimientos y experiencias acerca de fantasmas, un tema que a muchos nos puede parecer bizarro y aterrador. Pero cuando un gu&iacute;a experto nos brinda una explicaci&oacute;n detallada sobre este mundo del m&aacute;s all&aacute;, el rechazo y la aprensi&oacute;n pueden transformarse en conocimiento e inspiraci&oacute;n. Con incre&iacute;bles an&eacute;cdotas reales, lecturas escalofriantemente precisas e informaci&oacute;n invaluable de c&oacute;mo comunicarte con los del otro lado, Van Praagh nos desaf&iacute;a a cuestionar nuestras percepciones y nos muestra c&oacute;mo comprender y aceptar a los fantasmas nos ayudar&aacute; a vivir una vida m&aacute;s plena y feliz. Fantasmas entre nosotros es una gu&iacute;a completa y &uacute;nica que te llevar&aacute; a conocer el mundo de los esp&iacute;ritus como nunca te lo hubieses imaginado. ",Rayo,2008-06-10,,"informativos, terror",,,272,,,133.91,BF1301,,232120314,,,,,,,,,,,,,2019-05-29,1
book,"David y Goliat. Conflicto arabe-israeli (Spanish Edition)","Miguel del Rey",Miguel,Rey,9788441433571,8441433577,"El enfrentamiento mas conocido, el que opone a arabes e israelies, comenzo sin duda el 29 de noviembre de 1947, cuando la Asamblea General de las Naciones Unidas establecio la particion de Palestina, hasta entonces un dominio britanico, en dos estados. Uno judio y otro arabe. La decision era el resultado de varias decadas de intentos judios de crear para si mismos un hogar en Palestina, del impacto social del Holocausto, de la «guerra fria» entre Estados Unidos y la Union Sovietica y de la pesima politica desarrollada tras la Primera Guerra Mundial por sus vencedores morales, Francia y Gran Bretana, unicos responsables de alterar parte de las fronteras conocidas y originar muchas de las disputas territoriales ocurridas desde entonces. La sorprendente y clara victoria israeli que se produjo en 1948, en lo que se inicio como una guerra civil, tuvo graves consecuencias. Le permitio apoderarse de vastas zonas que la ONU les habia otorgado a los arabes, con lo que el nuevo estado abrio una enorme brecha entre ambas comunidades que altero las relaciones estrategicas del Medio Oriente para siempre. En la actualidad, tras cuatro guerras consideradas como tales y una confrontacion incesante entre las culturas arabe y judia, la inestabilidad de la region parece indicar con claridad que los problemas pendientes de solucion continuan siendo casi infinitos, y que la mayor amenaza para la paz a la que se enfrenta el mundo contemporaneo dista mucho de haber concluido.    /    The showdown which opposes Arabs and Israelis began on 29 November 1947, when the General Assembly of the United Nations established the partition of Palestine in two states. The surprising and clear victory in 1948 allowed Israel to seize vast areas that the UN had given to the Arab state. This opened a huge gap between the two communities and altered the strategic relations of the Middle East forever. Today, after four wars, the instability of the region clearly indicates that the solution for the remaining problems is unsolved, and that the greatest threat to peace faced by the contemporary world is far from over.",Edaf,2014-06-30,,"ensayo, historia",,,256,,,,,,864163764,,,,,,,,,,,,,2019-05-29,1
book,"Una Breve Historia de Casi Todo / A Short History of Nearly Everything (Spanish Edition)","Bill Bryson",Bill,Bryson,9788478711758,8478711759,"Bill Bryson se describe como un viajero renuente, pero ni siquiera cuando esta en su casa, en la seguridad de su estudio, puede contener esa curiosidad que siente por el mundo que le rodea. En Una breve historia de casi todo intenta entender que ocurrio entre la Gran Explosion y el surgimiento de la civilizacion, como pasamos de la nada a lo ahora somos.","Rba Libros",2009-10-26,,historia,"un libro de divulgación científica de Bill Bryson escrito en 2003, en el que se aborda la historia de la ciencia desde la perspectiva de cómo fue evolucionando el saber y entrega aspectos curiosos de la vida de sus protagonistas, con sus grandezas, miserias y excentricidades. Consigue plasmar conceptos fundamentales de la geología, la física y la química con amenidad y sencillez. Fue el libro de divulgación científica más vendido de 2005 en el Reino Unido, con más de 300.000 ejemplares.1​",,512,,,500,Q162,,57682833,,,,,,,,,,,,,2019-05-29,1
book,"Imágenes de la modernidad",CONACULTA,CONACULTA,CONACULTA,9786074556391,6074556393,,CECUT,2013-01-01,,arte,,,,,,,F1234.I31,2011448600,756215475,,,,,,,,,,,,,2019-05-29,1
book,"Las Cartas Secretas de Benedicto XVI","Gianluigi Nuzzi",Gianluigi,Nuzzi,9786070714177,6070714172,"El periodista italiano Gianluigi Nuzzi hace p#65533;blica la mayor filtraci#65533;n de documentos en la historia de la Santa Sede. M#65533;s de cien cartas privadas y comunicados confidenciales dirigidos al papa Benedicto XVI y a su secretario de Estado, Tarcisio Bertone, revelan los secretos de corrupci#65533;n m#65533;s oscuros del Vaticano: Espionaje y manipulaci#65533;n de informaci#65533;n, encubrimientos y contubernios con la polic#65533;a italiana; manejos financieros irregulares; la extra#65533;a desaparici#65533;n de Emanuela Orlandi, de quien se ha rumorado que fue raptada para #65533;fiestas sexuales#65533;; los nexos entre la industria de la pornograf#65533;a en Alemania con sacerdotes locales y el destape de diversos casos de pederastia que involucran a altos jerarcas cat#65533;licos en Estados Unidos y M#65533;xico. Aunque el nuevo Papa ha declarado una vocaci#65533;n de verdad y transparencia, la Curia Romana est#65533; en alerta pues muchos ven estos esc#65533;ndalos como la decadencia de una de las instituciones religiosas con mayor n#65533;mero de feligreses en el mundo. Este es el sobrecogedor recuento.","Editorial Planeta, S. A.",2012-12-18,,crónica,,,384,,,282.092,BX1378.6,,824847916,,,,,,,,,,,,,2019-05-29,1
book,"La guerra de Nueva York (Spanish Edition)","Eduardo Haro Tecglen",Eduardo,Tecglen,9788403092747,8403092741,,"Ediciones El País",2001-01-01,,historia,,,195,,,974.71044,HV6432.7,2002397824,432857925,,,,,,,,,,,,,2019-05-29,1
